penalty,cov_str,predictor_cor,tp
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,3
SCAD,unstructured,Yes,3
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,6
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,3
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
SCAD,unstructured,Yes,10
